Foundation,R2,Representation,DocThreshold,Aggregation
Fairness,0.0017129723258002552,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.021579183734176888,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.01880052203714133,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.03256836771485583,MFD.DDR,NumberPosts>0,non-MIL
Care,0.001975000246491665,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-8.909738014670766e-4,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.05472993440270568,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.033281681056395514,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.05875684929092517,MFD.DDR,NumberPosts>0,non-MIL
Care,0.04160412715652406,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.008975464482798845,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03997821185855655,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.01992957780112603,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.041982307812840965,MFD.DDR,NumberPosts>0,non-MIL
Care,0.014108474665077697,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.008194665031746928,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03906497910794615,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.033591619688428935,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.051413922994181904,MFD.DDR,NumberPosts>0,non-MIL
Care,0.02883836681880992,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.008046056888751485,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.034911346783168984,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.03603261667068647,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.026647970118886533,MFD.DDR,NumberPosts>0,non-MIL
Care,0.031293662484934585,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-0.006470637571383886,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.030903204242044287,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.028084562305225158,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.017946331475964583,MFD.DDR,NumberPosts>0,non-MIL
Care,0.040568523455959626,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.0036639252415766603,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.04145270242144705,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.0323390757450418,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.045956439469637234,MFD.DDR,NumberPosts>0,non-MIL
Care,0.010380177340374221,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-0.0026649323868284114,MFD.DDR,NumberPosts>0,non-MIL
Authority,9.167011146898882e-4,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.005395573327767743,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.008179943449383664,MFD.DDR,NumberPosts>0,non-MIL
Care,0.030476655156003174,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.010166575576438741,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.04572359840105189,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.03242001795620597,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.03930705093890685,MFD.DDR,NumberPosts>0,non-MIL
Care,0.024938684402065592,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.01263760133786862,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.04719852751101394,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.038720267995369095,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.05114915116018515,MFD.DDR,NumberPosts>0,non-MIL
Care,0.013756104001440115,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.004567269077023872,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.05766654900810143,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.04941664018223424,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.05170113102995455,MFD.DDR,NumberPosts>0,non-MIL
Care,0.022643870015571887,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.008840522945726126,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.043835291606801885,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.031196482149233207,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.034742132854641894,MFD.DDR,NumberPosts>0,non-MIL
Care,0.019517940576615826,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-0.0038673119371919204,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03217879069896157,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.043948983111028905,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.03578853660397119,MFD.DDR,NumberPosts>0,non-MIL
Care,0.02774715344518808,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.0065124084348804345,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.05323313693012255,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.039415982795666826,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.053485684400113136,MFD.DDR,NumberPosts>0,non-MIL
Care,0.02002055953680737,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.007287357441076891,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.05343481204067746,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.039494204087845215,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.03947628196009434,MFD.DDR,NumberPosts>0,non-MIL
Care,0.014218324854980537,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-0.0030406912171105915,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.02335838596211426,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.006830145399648657,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.03514530647987535,MFD.DDR,NumberPosts>0,non-MIL
Care,0.025659641105280184,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.007376625294187589,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03048184999266101,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.028843320872904525,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.02837178505883975,MFD.DDR,NumberPosts>0,non-MIL
Care,0.031338760254760116,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.009201769568006224,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.046826183762668894,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.01350988605974579,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.0416471496825308,MFD.DDR,NumberPosts>0,non-MIL
Care,0.01838972856378196,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.011880036000629035,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.014199609708106853,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.024299281079658064,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.008244193190939053,MFD.DDR,NumberPosts>0,non-MIL
Care,0.019416012434693708,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.0036070593608119603,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03699858507820819,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.03870139739384237,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.042533662966391834,MFD.DDR,NumberPosts>0,non-MIL
Care,0.02238564026136636,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.0036552221973004118,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.06278744937930525,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.04768149145614065,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.07231509140386594,MFD.DDR,NumberPosts>0,non-MIL
Care,0.015537083864048729,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.002466091619120037,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.052478219533178105,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.04365444100775295,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.041357307663716265,MFD.DDR,NumberPosts>0,non-MIL
Care,0.037809591778775735,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.00947758877139704,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03035152171753297,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.005292728390400847,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.015371108907117015,MFD.DDR,NumberPosts>0,non-MIL
Care,0.02846441127010446,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.00907824362807852,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.06469663791728975,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.05191798148932547,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.053057066525469036,MFD.DDR,NumberPosts>0,non-MIL
Care,0.016785755003362438,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.002758483644053289,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.026486757008669315,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.04729500740291548,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.044095383304356466,MFD.DDR,NumberPosts>0,non-MIL
Care,0.014317519965552859,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.0021444678909890986,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.025572175738995395,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.009942589164637859,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.04946186486731485,MFD.DDR,NumberPosts>0,non-MIL
Care,0.01484655757624276,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-0.01966958826638865,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03215316415432201,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.025966918542912887,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.027260354498411018,MFD.DDR,NumberPosts>0,non-MIL
Care,0.026628858847331682,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.01062290123012022,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.04319723137900522,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.0144331234975571,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.04891763160311846,MFD.DDR,NumberPosts>0,non-MIL
Care,0.028435130657142205,MFD.DDR,NumberPosts>0,non-MIL
Fairness,9.201697781905382e-4,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.02672281451752101,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.016516552311446886,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.0283085664521201,MFD.DDR,NumberPosts>0,non-MIL
Care,0.03323428797187389,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.007123161407669555,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.06627639922465932,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.048890143786338484,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.060998195317507276,MFD.DDR,NumberPosts>0,non-MIL
Care,0.010655071012782513,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-0.005037812365087825,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.016849787463333318,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.04365610186818947,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.023197255524075252,MFD.DDR,NumberPosts>0,non-MIL
Care,0.02711481926234871,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.00909752529695218,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03075268221344385,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.03030050935639716,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.04723946156732728,MFD.DDR,NumberPosts>0,non-MIL
Care,0.010669127643334051,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-0.005007370659642296,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.033950603926288465,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.030234935983994963,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.03878930708430939,MFD.DDR,NumberPosts>0,non-MIL
Care,0.03207602076444194,MFD.DDR,NumberPosts>0,non-MIL
Fairness,3.9066096779805104e-4,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.05907270499126805,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.03616120666723177,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.04435830884633663,MFD.DDR,NumberPosts>0,non-MIL
Care,0.022183339492104603,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.0036650478399977695,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03775868857115639,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.031088599815892626,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.04414457192786525,MFD.DDR,NumberPosts>0,non-MIL
Care,0.025367544575315426,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.013088440255310084,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.035393144912336805,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.032799527539614785,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.024118028573881126,MFD.DDR,NumberPosts>0,non-MIL
Care,0.023200346205451527,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.0053084139302257425,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.032236036855532,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.018988060886592883,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.027465071677647668,MFD.DDR,NumberPosts>0,non-MIL
Care,0.01675555687965391,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.002766439057256487,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.04026823951958325,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.02225008058693445,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.016396893244099986,MFD.DDR,NumberPosts>0,non-MIL
Care,0.024594506234662642,MFD.DDR,NumberPosts>0,non-MIL
Fairness,0.009708521410463187,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.03711497039060674,MFD.DDR,NumberPosts>0,non-MIL
Loyalty,0.017519272308466727,MFD.DDR,NumberPosts>0,non-MIL
Purity,0.03892402607557044,MFD.DDR,NumberPosts>0,non-MIL
Care,-0.007262387796328484,MFD.DDR,NumberPosts>0,non-MIL
Fairness,-0.0018660877660443556,MFD.DDR,NumberPosts>0,non-MIL
Authority,0.0351435388650555,MFD.DDR,NumberPosts>0,non-MIL
