,foundation,test_r2,train_r2,alpha,l1_ratio
172,Loyalty,0.1229037313765865,0.22254639587238967,0.008653580880425693,0.01
173,Authority,0.11382034291181209,0.15591117462983972,0.015421233424604634,0.01
174,Purity,0.15590129732881608,0.2182454319889977,0.01023493363304825,0.01
175,Care,0.0348995051666684,0.09060556742931514,0.034232564621054416,0.01
176,Fairness,-0.004785134602422136,0.05081313885350636,0.013762906411658882,0.1
177,Loyalty,0.1139783871889366,0.2083033324201773,0.012170769967956291,0.01
178,Authority,0.1025064501049,0.16338395526257543,0.0069568681534585225,0.1
179,Purity,0.14935407985875748,0.21021291407939813,0.012562705449794497,0.01
180,Care,0.05638820600418948,0.09323292897326652,0.031838489402972694,0.01
181,Fairness,0.0067029478139888354,0.06472122893971466,0.03267301803245015,0.01
182,Loyalty,0.13420277712970863,0.1931634301676205,0.014166930857003518,0.01
183,Authority,0.07933810004945663,0.15417133776564873,0.019098075506386213,0.01
184,Purity,0.13780745999836008,0.2023606777513588,0.015182811734517477,0.01
185,Care,0.040290921408548286,0.08790363187907557,0.03703344112992903,0.01
186,Fairness,0.02905283152316429,0.03572052662890279,0.06217565093374278,0.01
187,Loyalty,0.1286398252256118,0.21831666129999805,0.005763300784050441,0.1
188,Authority,0.0954494737315078,0.1552216522885973,0.018061246442733422,0.01
189,Purity,0.1203487191105378,0.21054018128825525,0.014162178645978,0.01
190,Care,0.0355828301364256,0.10018889185997115,0.029652911170530285,0.01
191,Fairness,0.014745119001917661,0.03837251534261632,0.06553381020544216,0.01
192,Loyalty,0.12374591416191649,0.21866860681856914,0.009710866314060547,0.01
193,Authority,0.07781842600319089,0.16922053436390172,0.015171361417155402,0.01
194,Purity,0.16238672652195407,0.21558069273761604,0.011106028915939852,0.01
195,Care,0.0323184711272011,0.1034766927879549,0.028666770215369817,0.01
196,Fairness,0.01640062734461112,0.05627341351291715,0.03998651904313658,0.01
197,Loyalty,0.09516209158348865,0.19279364353722894,0.008095292851353575,0.1
198,Authority,0.07289895130459434,0.1368423276319789,0.005214857489869222,0.3
199,Purity,0.10212477314196788,0.21606712696922137,0.013468678837709632,0.01
200,Care,0.047176690129040466,0.09236392130198712,0.033904635799300614,0.01
201,Fairness,0.033590326450323116,0.043756526940175844,0.04613969353872162,0.01
202,Loyalty,0.10455038455141186,0.2151138988213196,0.010830578412085103,0.01
203,Authority,0.062197579523987634,0.17782117825781218,0.01310214897746481,0.01
204,Purity,0.10150993174995526,0.23513353370041967,0.009643717769241035,0.01
205,Care,0.04754492905776009,0.09178493099406604,0.034193499778118135,0.01
206,Fairness,0.018633825099444223,0.05550510671129272,0.04024581308864589,0.01
207,Loyalty,0.1068835887029661,0.19924656012236952,0.0073527803960194375,0.1
208,Authority,0.06266681206442914,0.15342831543149693,0.008828678647714774,0.1
209,Purity,0.11906833573790132,0.20300738545703678,0.015916999863219188,0.01
210,Care,0.01985231184082359,0.11777787027059083,0.02155245773596921,0.01
211,Fairness,0.005725253855985546,0.05602807521343678,0.04288953443573529,0.01
212,Loyalty,0.09447626243620244,0.20998304755063968,0.011752545825640332,0.01
213,Authority,0.05837970119405733,0.1739642717695411,0.0034698371222067733,0.3
214,Purity,0.07774627586632821,0.21877098399366768,0.012803765080843011,0.01
215,Care,0.04149779971291123,0.08882475153219604,0.035958188696821845,0.01
216,Fairness,0.014219351857893137,0.04779158240245751,0.04851094347700512,0.01
217,Loyalty,0.1399224065274265,0.1928228023159042,0.0027028315419035647,0.5
218,Authority,0.09021878025244179,0.14541354099531323,0.009002336212349346,0.1
219,Purity,0.15358714432083165,0.20708126414108774,0.007532138837074556,0.1
220,Care,0.06052317198554347,0.08874072069899952,0.03358043380724182,0.01
221,Fairness,0.017793774017807684,0.056627301564532107,0.039989043887841594,0.01
222,Loyalty,0.10656400600430438,0.21073291979577335,0.006672062712519414,0.1
223,Authority,0.09248357844688215,0.16386063689314023,0.0036061088591950834,0.3
224,Purity,0.15565793123616045,0.21088427856099334,0.012546998319625193,0.01
225,Care,0.037471737812323824,0.09896903278271463,0.030775051471942486,0.01
226,Fairness,0.01857432157792982,0.04544919307302875,0.054259098873618,0.01
227,Loyalty,0.13998638861189483,0.18396004726198045,0.015805807391636006,0.01
228,Authority,0.08797033657723097,0.1423115383122644,0.022178212964326274,0.01
229,Purity,0.11162107728575921,0.2143636618221546,0.013442460857997465,0.01
230,Care,0.029729802663169158,0.09635189596743432,0.03140275184033453,0.01
231,Fairness,0.014038491668673658,0.050821376225506754,0.04348252961035561,0.01
232,Loyalty,0.10536988532863667,0.20253803790995406,0.013025937093186845,0.01
233,Authority,0.07266181184795195,0.1547062803778967,0.018521557258744704,0.01
234,Purity,0.11837400542335119,0.21215886093827196,0.01326708488307492,0.01
235,Care,0.05380377084273125,0.08611655790410233,0.03519350378160193,0.01
236,Fairness,0.017945743432127848,0.05543567926936033,0.038800463035319546,0.01
237,Loyalty,0.11421884385762326,0.21771895356810544,0.006245700167772877,0.1
238,Authority,0.0693421798510716,0.19015970231528556,0.006052606123435437,0.1
239,Purity,0.13472302415423865,0.2219865939740755,0.01132869573955696,0.01
240,Care,0.04297284586831662,0.10098726562958216,0.029542076274897487,0.01
241,Fairness,0.015030403417267135,0.06757254388124911,0.03088917172776578,0.01
242,Loyalty,0.113668657214407,0.2157442647247153,0.010716285107675009,0.01
243,Authority,0.09062352881903002,0.14936978819664615,0.020230517533707592,0.01
244,Purity,0.14826612541511208,0.2261534325436565,0.00958428529141379,0.01
245,Care,0.039937645022117496,0.07750534880349391,0.00439087954089596,0.5
246,Fairness,0.006238241377029663,0.03875724841552863,0.0628389189747545,0.01
247,Loyalty,0.11840694845509192,0.21981777380822998,0.005520840088349492,0.1
248,Authority,0.0934315172165523,0.14304317285777524,0.009359875772389939,0.1
249,Purity,0.14426301784245998,0.209161985932811,0.012827033300012341,0.01
